store_number,store_name,address,city,state,zip_code,phone_number,manager,tool_rental,wifi,store_hours,latitude,longitude
260,Melbourne,2829 W New Haven Ave,West Melbourne,FL,32904,(321) 728-1900,David M. Vance,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.077232,-80.667338
261,W Colonial,7022 W Colonial Dr,Orlando,FL,32818,(407) 297-1151,Christine M. Umthun,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.550459,-81.47702
262,Casselberry,3455 S US Hwy 17-92,Casselberry,FL,32707,(407) 332-9500,John R. Stark,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.676679,-81.334382
263,Forest City,"882 W State Rd, 436",Altamonte Springs,FL,32714,(407) 865-5410,Anthony N. Gandolfo,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.662586,-81.416473
264,Lake Mary,4600 W Lake Mary Blvd,Lake Mary,FL,32746,(407) 333-9650,Richard E. Gerth,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.757894,-81.356336
265,Kissimmee,2601 W Vine Street,Kissimmee,FL,34741,(407) 935-9600,Luis R. Montalvo,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.306867,-81.430301
266,E Colonial,6130 E Colonial Dr,Orlando,FL,32807,(407) 275-5771,Charles A. Bowers,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.557692,-81.305752
268,Cape Coral,3031 NE Pine Island Rd,Cape Coral,FL,33909,(239) 656-3033,Jennie M. DE Lima,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,26.684228,-81.907613
270,Gainesville,7107 NW 4th Blvd,Gainesville,FL,32607,(352) 332-7440,Dante A. Glasso,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,29.65612,-82.41856
272,Regency Sq,9520 Regency Sq Blvd N,Jacksonville,FL,32225,(904) 727-7574,David T. Meide,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.327737,-81.550725
273,Venice,2450 Jacaranda Blvd,Venice,FL,34293,(941) 408-9400,Shane E. Eilers,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,27.052698,-82.394605
274,Jupiter,1694 W Indiantown Rd,Jupiter,FL,33458,(561) 747-6561,Chris J. Mangino,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,26.932261,-80.123647
275,Orange Park,1919 Wells Rd,Orange Park,FL,32073,(904) 269-3117,,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.188881,-81.734516
276,Ft Myers,14655 S Tamiami Trail,Fort Myers,FL,33912,(239) 437-6333,Brian D. Grannemann,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,26.52962,-81.867912
277,Dade County,3030 SW 8th St,Miami,FL,33135,(305) 643-3777,Alberto R. Contreras,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,25.763592,-80.24384
279,Northgate,8815 N Florida Ave,Tampa,FL,33604,(813) 933-0302,Brian J. Guerard,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.030011,-82.457883
280,Naples,2251 Pine Ridge Rd,Naples,FL,34109,(239) 597-1515,Leonard R. Gabourel,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,26.213172,-81.773316
281,Spring Hill,4765 Commercial Way,Spring Hill,FL,34606,(352) 596-7699,Rhonda H. Worley,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.499751,-82.594208
283,Ft Pierce,5880 Okeechobee Rd,Fort Pierce,FL,34947,(772) 489-3688,Kenneth D. Childs,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,27.417886,-80.386211
284,Coral Springs,750 N University Dr,Coral Springs,FL,33071,(954) 752-4188,Victor A. Esposito,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,26.241567,-80.256755
285,"Hollywood, FL",1951 South S R #7,Hollywood,FL,33023,(954) 961-1761,Herbert Rodriguez,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,25.994174,-80.204075
287,Oviedo,1900 W State Rd 426,Oviedo,FL,32765,(407) 977-8566,Tracie T. Blakey,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.654292,-81.23038
288,Holiday,1315 US Hwy 19 North,Holiday,FL,34691,(727) 943-5048,Brett M. Stephens,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,28.177917,-82.742405
289,Pinellas Park,4040 Park Blvd,Pinellas Park,FL,33781,(727) 541-3606,Esther D Moore,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-20:00,27.838107,-82.689278
349,Kenner,2625 Veterans Blvd,Kenner,LA,70062,(504) 464-9200,David L. Copeland,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.005965,-90.232115
352,I-10 Bullard,12300 I-10 Service Rd,New Orleans,LA,70128,(504) 246-4572,Lauren N. Bernius,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.04709,-89.958745
356,Shreveport,110 E Bert Kouns Ind Lp,Shreveport,LA,71106,(318) 861-9200,Jack Parker,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.400234,-93.74962
357,Baton Rouge,10300 Coursey Blvd,Baton Rouge,LA,70816,(225) 293-9629,Donald R. Gage,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.41749,-91.066132
358,Covington,40 Park Place Drive,Covington,LA,70433,(985) 871-9231,Sandford S. Snyder,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 7:00-20:00,30.440414,-90.079526
359,Gretna,62 W Bank Expressway,Gretna,LA,70053,(504) 362-3460,Ricardo A. Dezayas,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,29.9145,-90.047829
360,Lafayette,3721 Ambassador Caffery,Lafayette,LA,70503,(337) 989-0911,Quiana L. Harris,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.172689,-92.067999
362,Harahan,5151 Citrus Blvd,Harahan,LA,70123,(504) 729-4400,Kristian K. Roane,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,29.963722,-90.186818
363,Lake Charles,3200 E Prien Lake Rd,Lake Charles,LA,70615,(337) 475-9998,Jolicia L. Brumfield,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,30.197052,-93.170648
364,Bossier City,2800 Airline Dr,Bossier City,LA,71111,(318) 752-3601,Bryan P. Chism,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.553885,-93.707681
365,Slidell,143 N Shore Blvd,Slidell,LA,70460,(985) 641-6485,Scott E. Corry,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.305447,-89.825804
366,Monroe,3750 Millhaven Rd,Monroe,LA,71203,(318) 324-0220,Jeffrey A. Woods,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-19:00,32.5013,-92.07284
367,N Baton Rouge,8181 Airline Highway,Baton Rouge,LA,70815,(225) 201-1778,Michael G Davidson,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.46335,-91.1033
368,Marrero,4600 Lapalco Blvd,Marrero,LA,70072,(504) 341-3682,Chad M. Abadie,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,29.87488,-90.09168
370,SE Baton Rouge,18139 Highland Rd,Baton Rouge,LA,70810,(225) 755-1729,Raymond E. Owens,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.348441,-91.027373
371,Houma,1717 Martin L King Blvd,Houma,LA,70360,(985) 223-1485,Chris E. Creath,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,29.612967,-90.755634
373,Chalmette,8601 W Judge Perez Dr,Chalmette,LA,70043,(504) 271-4172,Carlton D. Benoit,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,29.952008,-89.975163
374,"Alexandria,La",5000 Masonic Dr,Alexandria,LA,71301,(318) 767-8988,Roger L. Washington,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,31.269441,-92.470106
375,Denham Springs,2255 Home Depot Dr,Denham Springs,LA,70726,(225) 664-3656,Reginald T. Wells,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.4626,-90.9563
376,N Lafayette,1700 NE Evangeline,Lafayette,LA,70501,(337) 289-1394,Michael G. Davidson,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.247255,-92.012062
378,La Place,300 West Airline Hwy,La Place,LA,70068,(985) 651-3534,Parker R. Lombard,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.067891,-90.482592
380,Zachary,6600 Main Street,Zachary,LA,70791,(225) 658-2592,Robert L. Butler,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.649552,-91.134041
381,W Shrevport,6900 Pines Road,Shreveport,LA,71129,(318) 686-3054,Allen King,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.443481,-93.864582
383,Gonzales,2740 South Cajun Ave,Gonzales,LA,70737,(225) 644-5670,Jamar Hayes,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.207756,-90.942571
385,New Orleans Central,1100 S Claiborne Avenue,New Orleans,LA,70125,(504) 592-1251,Cory P. Eugene,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,29.94926,-90.086059
386,Slidell East,874 I-10 Service Road,Slidell,LA,70461,(985) 643-6604,Laura L. Spell,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,30.28267,-89.749015
389,Broussard,213 Saint Nazaire Rd,Broussard,LA,70518,(337) 839-5526,Karla F. Stinson,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,30.140818,-91.942045
401,N Phoenix,2217 East Bell Road,Phoenix,AZ,85022,(602) 482-2430,Michael J. Heinzen,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.6404,-112.03486
402,Yuma,1111 S Redondo Center,Yuma,AZ,85365,(928) 373-9453,Amberlee S. Cuaresma,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.707151,-114.613268
403,Lake Havasu City,100 Center Blvd,Lake Havasu City,AZ,86404,(928) 764-5111,Randall J. Allen,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,34.5736,-114.3919
404,Apache Junction,1545 S Crismon Rd,Mesa,AZ,85209,(480) 380-1821,Robert Misner,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.387962,-111.61531
405,Glendale III,5902 W Peoria Ave,Glendale,AZ,85302,(623) 487-7357,Adrien X. Lamon,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.58198,-112.18805
406,NE Mesa,6708 E McKellips Rd,Mesa,AZ,85215,(480) 830-2463,Sonia Hernandez,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.451861,-111.685875
408,Casa Grande,1546 E Florence Blvd,Casa Grande,AZ,85122,(520) 836-1028,Andrea Campa,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.879609,-111.720848
411,Show Low,5601 S White Mountain Rd,Show Low,AZ,85901,(928) 532-1552,Preston Hammond,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,34.197885,-110.017412
413,SW Phoenix,9969 W Camelback Road,Phoenix,AZ,85037,(623) 772-1034,Eric M. Gomez,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.50835,-112.27426
414,Tucson / Oracle,4302 N Oracle Rd,Tucson,AZ,85705,(520) 408-7201,,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.284808,-110.978111
415,Queen Creek,7401 S Power Road,Queen Creek,AZ,85142,(480) 988-6810,Timothy J. Gibbs,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.281736,-111.686172
416,Kingman,3860 Stockton Hill Rd,Kingman,AZ,86409,(928) 681-5600,Rebecca L. Saunders,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,35.234769,-114.034737
417,Ocotillo/S Chandler,4141 S Arizona Ave,Chandler,AZ,85248,(480) 802-7117,Derek L. Guidroz,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.24528,-111.84116
420,Scottsdale-Shea,9890 N 90th Street,Scottsdale,AZ,85258,(480) 767-9294,John E. Fox,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.57704,-111.8858
421,Flagstaff East,5005 Marketplace Dr #110,Flagstaff,AZ,86004,(928) 526-1692,Kenny J. Rediger,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,35.224029,-111.572839
422,Payson,2000 North Beeline Hwy,Payson,AZ,85541,(928) 468-0339,David P. Kane,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 8:00-19:00,34.267739,-111.322021
423,Cottonwood,1030 S State Route 260,Cottonwood,AZ,86326,(928) 649-3758,Steve C. Machek,,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,34.720506,-112.004623
424,Peoria/Happy Valley,25650 N Lke Pleasant Pky,Peoria,AZ,85383,(623) 376-6735,John J. Torres,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.715964,-112.270765
441,Avondale,1489 N Dysart Rd,Avondale,AZ,85323,(623) 925-2896,James P. Lewis,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.454915,-112.340963
442,Bullhead City,660 US Hwy 95,Bullhead City,AZ,86429,(928) 754-5600,Eric D. Finley,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,35.16444,-114.56641
443,Sierra Vista,3500 Avenida Cochise,Sierra Vista,AZ,85635,(520) 439-2806,Matthew C. Richardson,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,31.53231,-110.26135
445,Thatcher,750 S 20th Avenue,Thatcher,AZ,85552,(928) 348-3287,Jason L. Draper,,yes,Monday 6:00-20:00; Tuesday 6:00-20:00; Wednesday 6:00-20:00; Thursday 6:00-20:00; Friday 6:00-20:00; Saturday 6:00-20:00; Sunday 7:00-20:00,32.832857,-109.734536
446,Prescott Valley,5500 E State Route 69,Prescott Valley,AZ,86314,(928) 777-2400,Timothy S. Miller,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,34.575306,-112.369645
447,Phoenix (51st/Baseline),5230 W Baseline Road,Laveen,AZ,85339,(602) 605-8690,Ivan R. Jones,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.37758,-112.17271
452,Prescott,1941 E Highway 69,Prescott,AZ,86301,(928) 771-8467,Juanita F. Lester,yes,yes,Monday 6:00-21:00; Tuesday 6:00-21:00; Wednesday 6:00-21:00; Thursday 6:00-21:00; Friday 6:00-21:00; Saturday 6:00-21:00; Sunday 7:00-20:00,34.550192,-112.429224
453,Peoria,9201 W Peoria Ave,Peoria,AZ,85345,(623) 412-1750,Rebekah M. Bunn,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.58074,-112.258
455,McDowell,7333 W McDowell Rd,Phoenix,AZ,85035,(623) 849-1200,Jennifer A. Vasquez,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.46568,-112.2192
456,Superstition,6838 E Superstition Sprg,Mesa,AZ,85209,(480) 981-6405,Brent D. Bare,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.383668,-111.684039
457,Scottsdale,9170 E Indian Bend Rd,Scottsdale,AZ,85250,(480) 951-8211,Shawn C. Dixon,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.538449,-111.883575
458,Tempe,725 W Warner Rd,Tempe,AZ,85284,(480) 496-9700,Scott J. Steuart,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.33458,-111.949665
459,W Bell Rd,6880 W Bell Rd,Glendale,AZ,85308,(623) 486-1550,Dana J. Hogue,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.638332,-112.206854
464,Tatum & Bell,16803 N Tatum Blvd,Phoenix,AZ,85032,(602) 493-9600,David W. Mitch,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.63941,-111.977683
467,Irvington,1155 W Irvington Rd,Tucson,AZ,85714,(520) 294-1233,Lance J. Henry,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,32.16328,-110.98853
468,Thunderbird,2650 W Thunderbird Rd,Phoenix,AZ,85023,(602) 548-9600,Dawn L. Terpstra,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.610884,-112.112751
469,Mesa,1740 S Country Club Dr,Mesa,AZ,85210,(480) 644-9111,Cory D. Campbell,yes,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.384059,-111.84007
470,Chandler,1155 W Chandler Blvd,Chandler,AZ,85224,(480) 899-5013,Corey L. Boswell,,yes,Monday 6:00-22:00; Tuesday 6:00-22:00; Wednesday 6:00-22:00; Thursday 6:00-22:00; Friday 6:00-22:00; Saturday 6:00-22:00; Sunday 8:00-20:00,33.30599,-111.86176
