store_number,store_type,address,city,state,zip_code,phone_number,store_hours,pharmacy_phone_number,pharmacy_hours,has_photo_center,has_vision_center,has_tire__lube,has_gas_station,has_cell_phones,services,latitude,longitude,accuracy
45,Walmart Supercenter,1815 E Highland Dr,Jonesboro,AR,72401, (870) 931-5001,Open 24 Hours, (870) 972-1838,Monday - Friday : 8: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",35.819631,-90.685407,STREET_ADDRESS: ROOFTOP
46,Walmart Supercenter,2451 S Springfield Ave,Bolivar,MO,65613, (417) 326-8424,Open 24 Hours, (417) 326-5225,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",37.5918505,-93.4034657,STREET_ADDRESS: ROOFTOP
47,Walmart Supercenter,1101 W Ruth Ave,Sallisaw,OK,74955, (918) 775-4492,Open 24 Hours, (918) 775-5552,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",35.4506285,-94.8019159,STREET_ADDRESS: ROOFTOP
48,Walmart Supercenter,885 E Us Highway 60,Monett,MO,65708, (417) 235-6292,Open 24 Hours, (417) 235-5980,Monday - Friday : 9: 00 am - 7: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",36.9138247,-93.9010947,ROUTE: GEOMETRIC_CENTER
49,Walmart Supercenter,1911 E Jackson St,Hugo,OK,74743, (580) 326-6494,Open 24 Hours, (580) 326-7541,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,Gas Station,"Cell Phones, Plans & More","Gas Station Pharmacy Grocery Garden Center Cell Phones, Plans & More Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",34.0105478,-95.4971448,STREET_ADDRESS: RANGE_INTERPOLATED
50,Walmart Supercenter,268 S 7Th St,Vinita,OK,74301, (918) 256-7505,Open 24 Hours, (918) 256-6435,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,Gas Station,"Cell Phones, Plans & More","Gas Station Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",36.6357142,-95.1435349,STREET_ADDRESS: RANGE_INTERPOLATED
51,Walmart Supercenter,1701 N Bluff St,Fulton,MO,65251, (573) 642-6877,Open 24 Hours, (573) 642-9255,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,,"Cell Phones, Plans & More","Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",38.8644519,-91.9439761,STREET_ADDRESS: ROOFTOP
52,Walmart Supercenter,1601 Albert Pike Rd,Hot Springs,AR,71913, (501) 624-2498,Open 24 Hours, (501) 624-0142,Monday - Friday : 8: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",34.491402,-93.089112,STREET_ADDRESS: ROOFTOP
54,Walmart Supercenter,2004 S Pleasant St,Springdale,AR,72764, (479) 751-4817,Open 24 Hours, (479) 756-0860,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",36.1661994,-94.1463166,STREET_ADDRESS: ROOFTOP
55,,1555 E Main St,Booneville,AR,72927, (479) 675-3688,Open 24 Hours, (479) 675-5341,Monday - Friday : 9: 00 am - 7: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,,,Pharmacy Garden Center Canopy Home Collection Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel,35.142002,-93.9013761,STREET_ADDRESS: RANGE_INTERPOLATED
56,Walmart Supercenter,1309 Nw 12Th Ave,Ava,MO,65608, (417) 683-4194,Monday - Friday : 6: 00 am - 2: 00 am Saturday: 6: 00 am - 2: 00 am Sunday: 6: 00 am - 2: 00 am, (417) 683-4708,Monday - Friday : 9: 00 am - 7: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,Gas Station,"Cell Phones, Plans & More","Gas Station Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",36.9617084,-92.6762106,STREET_ADDRESS: ROOFTOP
57,,1600 W Main St,Walnut Ridge,AR,72476, (870) 886-6605,Monday - Friday : 6: 00 am - 12: 00 am Saturday: 6: 00 am - 12: 00 am Sunday: 6: 00 am - 12: 00 am, (870) 886-2806,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,Tire & Lube,,,Tire & Lube Subway Pharmacy Garden Center Canopy Home Collection Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel,36.07649,-90.974407,STREET_ADDRESS: ROOFTOP
58,Walmart Supercenter,2409 E Main St,Russellville,AR,72802, (479) 967-9777,Open 24 Hours, (479) 968-2970,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",35.2782106,-93.1055118,STREET_ADDRESS: ROOFTOP
59,Walmart Supercenter,1501 S Range Line Rd,Joplin,MO,64804, (417) 781-0100,Open 24 Hours, (417) 624-2222,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  L.e.i. Apparel",37.0728096,-94.4731941,STREET_ADDRESS: ROOFTOP
60,Walmart Supercenter,101 Highway 47 E,Troy,MO,63379, (636) 528-8901,Open 24 Hours, (636) 462-6366,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",38.9854431,-90.9840321,STREET_ADDRESS: RANGE_INTERPOLATED
61,Walmart Supercenter,301 E Cooper St,Warrensburg,MO,64093, (660) 747-1505,Open 24 Hours, (660) 747-8677,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",38.78053,-93.735318,STREET_ADDRESS: ROOFTOP
62,Walmart Supercenter,3700 E Highway 18,Blytheville,AR,72315, (870) 763-0440,Open 24 Hours, (870) 763-1013,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",35.930755,-89.872021,STREET_ADDRESS: ROOFTOP
63,Walmart Supercenter,410 S Dewey Ave,Wagoner,OK,74467, (918) 485-9515,Open 24 Hours, (918) 485-4581,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",35.9573471,-95.3952015,STREET_ADDRESS: RANGE_INTERPOLATED
64,Walmart Supercenter,1100 S Dupree Ave,Brownsville,TN,38012, (731) 772-9551,Open 24 Hours, (731) 772-6283,Monday - Friday : 8: 00 am - 6: 00 pm Saturday: 9: 00 am - 6: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",35.586862,-89.238656,STREET_ADDRESS: ROOFTOP
65,Walmart Supercenter,350 Park Ridge Rd,Sullivan,MO,63080, (573) 468-7030,Open 24 Hours, (573) 468-5121,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",38.2211745,-91.1578808,STREET_ADDRESS: RANGE_INTERPOLATED
66,Walmart Supercenter,230 Market St.,Clarksville,AR,72830, (479) 754-2046,Open 24 Hours, (479) 754-6169,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",35.4502029,-93.4620403,ROUTE: GEOMETRIC_CENTER
67,Walmart Supercenter,600 Highway 71 N,Mena,AR,71953, (479) 394-0025,Open 24 Hours, (479) 394-3897,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",34.5883531,-94.2258066,PREMISE: APPROXIMATE
68,Walmart Supercenter,800 Highway 64 E,Wynne,AR,72396, (870) 238-8129,Open 24 Hours, (870) 238-7146,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",35.253012,-90.777437,STREET_ADDRESS: ROOFTOP
69,Walmart Supercenter,650 S Truman Blvd,Festus,MO,63028, (636) 937-8441,Open 24 Hours, (636) 937-3527,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",38.2128902,-90.3907102,STREET_ADDRESS: ROOFTOP
70,Walmart Supercenter,798 W Service Rd,West Memphis,AR,72301, (870) 732-0175,Open 24 Hours, (870) 735-2324,Monday - Friday : 8: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",35.167739,-90.199513,STREET_ADDRESS: ROOFTOP
71,Walmart Supercenter,1415 Highway 67 S,Pocahontas,AR,72455, (870) 892-7703,Open 24 Hours, (870) 892-4441,Monday - Friday : 8: 00 am - 8: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",34.3545976,-92.8195503,ROUTE: GEOMETRIC_CENTER
72,Walmart Supercenter,2710 N Broadway St,Pittsburg,KS,66762, (620) 232-1593,Open 24 Hours, (620) 231-0756,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",37.4334089,-94.7049049,STREET_ADDRESS: RANGE_INTERPOLATED
73,Walmart Supercenter,1002 W Taft St,Sapulpa,OK,74066, (918) 224-8080,Open 24 Hours, (918) 224-2800,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube McDonald's Pharmacy Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",35.986314,-96.134402,STREET_ADDRESS: ROOFTOP
74,,2720 W Keiser Ave,Osceola,AR,72370, (870) 563-3251,Monday - Friday : 6: 00 am - 12: 00 am Saturday: 6: 00 am - 12: 00 am Sunday: 6: 00 am - 12: 00 am, (870) 563-6633,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,,,Pharmacy Garden Center Canopy Home Collection Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel,35.6981474,-90.0262005,STREET_ADDRESS: RANGE_INTERPOLATED
75,Walmart Supercenter,3636 Monroe Hwy,Pineville,LA,71360, (318) 640-6900,Monday: Open 24 Hours Tuesday: 12: 00 am - 8: 00 pm Wednesday: Open 24 Hours Thursday: 5: 00 am - 12: 00 am Friday: Open 24 Hours Saturday: Open 24 Hours Sunday: Open 24 hours, (318) 640-8282,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Medical Clinics Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",31.366682,-92.407023,STREET_ADDRESS: ROOFTOP
76,Walmart Supercenter,1000 W Trimble Ave,Berryville,AR,72616, (870) 423-4636,Open 24 Hours, (870) 423-6611,Monday - Friday : 8: 00 am - 8: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Pharmacy Medical Clinics Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",36.377656,-93.5851037,STREET_ADDRESS: ROOFTOP
77,Walmart Supercenter,3701 N Main St,Taylor,TX,76574, (512) 352-5505,Open 24 Hours, (512) 352-6333,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube McDonald's Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel Op Apparel",30.5994673,-97.4160411,STREET_ADDRESS: RANGE_INTERPOLATED
78,Walmart Supercenter,14740 State Hwy #38,Marshfield,MO,65706, (417) 468-6116,Monday: Open 24 Hours Tuesday: 12: 00 am - 8: 00 pm Wednesday - Friday : Open 24 Hours Saturday: Open 24 Hours Sunday: Open 24 hours, (417) 468-6151,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center 1-Hour Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",37.3401207,-92.9402546,STREET_ADDRESS: RANGE_INTERPOLATED
79,Walmart Supercenter,2623 W 7Th St,Joplin,MO,64801, (417) 206-4644,Open 24 Hours, (417) 206-9205,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,Gas Station,"Cell Phones, Plans & More","Gas Station Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Portrait Studio Portrait Studio Site to StoreSM  Pay In Person L.e.i. Apparel",37.0846369,-94.5465315,STREET_ADDRESS: RANGE_INTERPOLATED
80,Walmart Supercenter,3001 W Broadway,Columbia,MO,65203, (573) 445-9506,Open 24 Hours, (573) 445-3708,Monday - Friday : 9: 00 am - 9: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,Vision Center,Tire & Lube,,"Cell Phones, Plans & More","Tire & Lube Subway Pharmacy Vision Center Grocery Garden Center Canopy Home Collection Cell Phones, Plans & More Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel",38.956546,-92.382327,STREET_ADDRESS: ROOFTOP
81,Walmart Supercenter,Rr 6 Box 1895,Stilwell,OK,74960, (918) 696-3141,Open 24 Hours, (918) 696-3186,Monday - Friday : 9: 00 am - 7: 00 pm Saturday: 9: 00 am - 7: 00 pm Sunday: 10: 00 am - 6: 00 pm,Photo Center,,,Gas Station,,Gas Station Pharmacy Grocery Garden Center Canopy Home Collection Photo Center 1-Hour Photo Center Same Day Pickup Photo Center Same Day Pickup Photo Center Site to StoreSM  Pay In Person L.e.i. Apparel,35.81453,-94.6285553,CHURCH: APPROXIMATE
