store_number,store_type,address,city,state,zip_code,phone_number,playplace,drive_thru,arch_card,free_wifi,latitude,longitude
409,FREESTANDING,1644 PASS RD,BILOXI,MS,39531-4313,(228)432-1167,N,Y,Y,Y,30.402887,-88.935432
410,FREESTANDING,20 E 4TH ST,HUTCHINSON,KS,67501-6933,(620)665-5642,N,Y,Y,Y,38.057581,-97.930707
411,FREESTANDING,15620 1ST AVE S,BURIEN,WA,98148-1209,(206)243-9988,N,Y,Y,Y,47.462651,-122.33336
415,FREESTANDING,11920 S. WESTERN AVE,BLUE ISLAND,IL,60406-1117,(708)371-6118,N,Y,Y,Y,41.676854,-87.681036
416,FREESTANDING,185 CHESTNUT ST,REDWOOD CITY,CA,94063-2105,(650)364-5316,Y,Y,Y,Y,37.479259,-122.224258
422,FREESTANDING,599 WEST 104TH AVE.,NORTHGLENN,CO,80234-4002,(303)452-8894,Y,Y,Y,Y,39.885781,-104.994653
424,FREESTANDING,5355 N INTERREGIONAL HWY,AUSTIN,TX,78723,(512)452-7473,Y,Y,Y,Y,30.313138,-97.707297
425,FREESTANDING,9100 SE POWELL BLVD,PORTLAND,OR,97266,(503)775-0339,Y,Y,Y,Y,45.4971,-122.568885
429,FREESTANDING,7300 N LINDBERGH,HAZELWOOD,MO,63042-2033,(314)921-8448,Y,Y,Y,Y,38.783391,-90.354951
432,FREESTANDING,3700 E GENESEE ST,SAGINAW,MI,48601-4280,(989)755-7785,N,Y,Y,Y,43.398538,-83.911579
434,FREESTANDING,505 EAST COLFAX AVENUE,DENVER,CO,80203-2017,(303)832-4259,N,Y,Y,Y,39.740544,-104.980848
435,FREESTANDING,2336 25TH AVE S,SEATTLE,WA,98144-5337,(206)324-0834,N,Y,Y,Y,47.581633,-122.300053
437,FREESTANDING,1452 W CARSON ST,TORRANCE,CA,90501-3920,(310)320-2097,Y,Y,Y,Y,33.831196,-118.303329
438,FREESTANDING,11700 EAST HIGHWAY 24,INDEPENDENCE,MO,64054-1524,(816)254-8900,N,Y,Y,Y,39.102465,-94.436517
441,FREESTANDING,2328 EAST MAIN STREET,SPRINGFIELD,OH,45503-4912,(937)325-1052,N,Y,Y,Y,39.923653,-83.773598
442,FREESTANDING,5261 LIBRARY RD,BETHEL PARK,PA,15102,(412)835-2642,Y,Y,Y,Y,40.331891,-80.022367
445,FREESTANDING,4834 LEE HWY,ARLINGTON,VA,22207,(703)525-3225,Y,Y,Y,Y,38.896324,-77.126247
449,FREESTANDING,3520 AVE E,ENSLEY,AL,35218,(205)780-4146,Y,Y,Y,Y,33.499353,-86.908181
451,FREESTANDING,RTE 83 / CARLISLE RD,CAMP HILL,PA,17011,(717)737-6404,N,Y,Y,Y,40.230351,-76.891527
454,FREESTANDING,717 HARRISON AVE,PANAMA CITY,FL,32401,(850)785-3753,N,Y,Y,Y,30.161386,-85.660565
455,FREESTANDING,3315 MACON RD,COLUMBUS,GA,31906,(706)561-8375,N,Y,Y,Y,32.482322,-84.941197
458,FREESTANDING,2410 CUMING ST,OMAHA,NE,68131-1630,(402)342-1226,N,Y,Y,Y,41.268238,-95.947463
459,FREESTANDING,5400 14TH AVE NW,SEATTLE,WA,98107-3733,(206)782-5787,Y,Y,Y,Y,47.668354,-122.37307
460,FREESTANDING,606 N TUSTIN AVE,ORANGE,CA,92867,(714)538-3460,N,Y,Y,Y,33.796955,-117.836197
462,FREESTANDING,1302 SHREVEPORT BARKSDALE HWY,SHREVEPORT,LA,71105-2408,(318)861-2532,N,Y,Y,Y,32.489099,-93.704421
465,FREESTANDING,2701 S MAIN ST,JOPLIN,MO,64804,(417)623-1136,N,Y,Y,Y,37.060119,-94.51423
467,FREESTANDING,9101 KINSMAN AVE,CLEVELAND,OH,44104-5141,(216)368-0350,N,Y,Y,Y,41.4727,-81.622652
468,FREESTANDING,3551 N BROADWAY,RIVIERA BEACH,FL,33404,(561)844-3846,N,Y,Y,Y,26.790993,-80.054739
472,FREESTANDING,15210 PACIFIC HWY W,TUKWILA,WA,98188-2246,(206)241-1177,Y,Y,Y,Y,47.466338,-122.287806
475,FREESTANDING,627 N WESTERN,WEST PEORIA,IL,61604,(309)676-1633,N,Y,Y,Y,40.695624,-89.623351
476,FREESTANDING,2707 E CARSON ST,LAKEWOOD,CA,90712,(562)421-5526,N,Y,Y,Y,33.832909,-118.159531
478,FREESTANDING,3610 MERLE HAY ROAD,DES MOINES,IA,50310-1245,(515)276-1525,Y,Y,Y,Y,41.628199,-93.698284
482,FREESTANDING,1860 GULF-TO-BAY BLVD.,CLEARWATER,FL,33765,(727)442-1286,N,Y,Y,Y,27.960953,-82.7604
483,FREESTANDING,2411 WEST BALL ROAD,ANAHEIM,CA,92804-5210,(714)995-1251,Y,Y,Y,Y,33.817852,-117.96846
486,FREESTANDING,14024 OSBORNE ST,ARLETA,CA,91331-6025,(818)894-9040,Y,Y,Y,Y,34.233231,-118.437851
487,FREESTANDING,27901 GRATIOT AVE,ROSEVILLE,MI,48066,(586)777-6698,N,Y,Y,Y,42.501617,-82.934555
488,FREESTANDING,31255 HARPER AVENUE,ST. CLAIR SHORES,MI,48082,(586)293-4060,Y,Y,Y,Y,42.526134,-82.89711
490,FREESTANDING,10320 S KEDZIE AVE,CHICAGO,IL,60655-2016,(773)238-1216,Y,Y,Y,Y,41.70573,-87.70162
491,FREESTANDING,2550 WINCHESTER AVENUE,ASHLAND,KY,41101-7838,(606)324-1214,N,Y,Y,Y,38.472071,-82.627199
492,FREESTANDING,2612 W MORGAN AVE,MILWAUKEE,WI,53221-1442,(414)645-1333,N,Y,Y,Y,42.981475,-87.947341
493,FREESTANDING,416 NORTH MICHIGAN STREET,SOUTH BEND,IN,46601-1228,(574)234-3215,N,Y,Y,Y,41.680982,-86.249984
500,FREESTANDING,"245 6TH ST, NW",WINTER HAVEN,FL,33880,(863)293-1445,N,Y,Y,Y,28.025646,-81.733615
503,FREESTANDING,3330 NE 82ND AVE,PORTLAND,OR,97220-5230,(503)254-5349,N,Y,Y,Y,45.546939,-122.578378
504,FREESTANDING,4500 MAYFIELD RD,SOUTH EUCLID,OH,44121-4017,(216)382-0814,N,Y,Y,Y,41.51941,-81.517962
505,FREESTANDING,4801 GARNERS FERRY RD,COLUMBIA,SC,29209,(803)787-8284,N,Y,Y,Y,33.989183,-80.97253
506,FREESTANDING,1205 OLD BOSTON POSTRD,MAMARONECK,NY,10543,(914)698-2863,N,Y,Y,Y,40.938602,-73.744614
507,FREESTANDING,407 15TH AVE SE,MINNEAPOLIS,MN,55414-2009,(612)331-6590,N,Y,Y,Y,44.980247,-93.234558
512,FREESTANDING,3201 E BROADWAY,QUINCY,IL,62301-3711,(217)222-8191,Y,Y,Y,Y,39.935587,-91.364523
513,FREESTANDING,119 WEST BALL ROAD,ANAHEIM,CA,92805-6045,(714)991-3211,Y,Y,Y,Y,33.818447,-117.909157
516,FREESTANDING,502 BALTIMORE ANNAPOLIS HWY,SEVERNA PARK,MD,21146,(410)544-0595,N,Y,Y,Y,39.079321,-76.548666
520,FREESTANDING,90 E SAN CARLOS ST,SAN JOSE,CA,95112-3607,(408)293-7016,N,N,Y,Y,37.332121,-121.885145
524,FREESTANDING,1127 NORTH SAN FERNANDO BLVD,BURBANK,CA,91504,(818)842-5878,Y,Y,Y,Y,34.188576,-118.319695
525,FREESTANDING,6906 GOVERNOR RITCHIE HWY,GLEN BURNIE,MD,21061,(410)761-6060,Y,Y,Y,Y,39.186266,-76.613385
529,FREESTANDING,6006 PLANK ROAD,BATON ROUGE,LA,70805-1324,(225)355-9150,N,Y,Y,Y,30.504744,-91.150806
530,FREESTANDING,1208 6TH AVE SE,DECATUR,AL,35601,(256)353-8911,N,Y,Y,Y,34.589247,-86.980114
531,FREESTANDING,5400 W BROADWAY,CRYSTAL,MN,55428-3506,(763)533-8150,Y,Y,Y,Y,45.051296,-93.360741
532,FREESTANDING,601 N BELT HWY,ST. JOSEPH,MO,64506,(816)233-1454,N,Y,Y,Y,39.80192,-94.816156
534,FREESTANDING,5019 TORRANCE BLVD,TORRANCE,CA,90503-4115,(310)542-3167,Y,Y,Y,Y,33.837914,-118.367485
536,FREESTANDING,946 E WATERLOO RD,AKRON,OH,44306-3928,(330)724-5126,N,Y,Y,Y,41.029162,-81.492869
538,FREESTANDING,12313 GEORGIA AVE,SILVER SPRINGS,MD,20906,(301)929-0372,N,Y,Y,Y,39.059175,-77.049642
540,FREESTANDING,2020 W BEVERLY BLVD,MONTEBELLO,CA,90640-3939,(323)721-5447,Y,Y,Y,Y,34.020676,-118.121056
550,FREESTANDING,4015 W SAGINAW,LANSING,MI,48917-2107,(517)323-3528,N,Y,Y,Y,42.740715,-84.604604
551,FREESTANDING,2704 S MEMORIAL PARKWAY,HUNTSVILLE,AL,35801-5631,(256)535-6064,N,Y,Y,Y,34.7089,-86.590584
552,FREESTANDING,16908 PARTHENIA ST,NORTH HILLS,CA,91343-4506,(818)894-5554,Y,Y,Y,Y,34.228283,-118.500664
553,FREESTANDING,1124 PRINCE AVENUE,ATHENS,GA,30601,(706)543-0522,N,Y,Y,Y,33.962504,-83.395861
555,FREESTANDING,2070 E COUNTY ROAD EAST,WHITE BEAR LAKE,MN,55110,(651)777-7566,N,Y,Y,Y,45.049999,-93.013802
557,FREESTANDING,8901 FRANFORD AVE,PHILADELPHIA,PA,19136,(215)332-8007,N,Y,Y,Y,40.050367,-75.009526
558,FREESTANDING,1464 WALTON WAY,AUGUSTA,GA,30904,(706)722-2747,N,Y,Y,Y,33.474339,-81.986077
561,FREESTANDING,801 E WHITTIER BLVD,LA HABRA,CA,90631-3932,(562)690-0034,N,Y,Y,Y,33.939461,-117.937729
562,FREESTANDING,3411 CLEVELAND AVE,COLUMBUS,OH,43224-2906,(614)268-3381,N,Y,Y,Y,40.037166,-82.963086
563,FREESTANDING,2745 FREEDOM DR,CHARLOTTE,NC,28208,(704)392-3694,N,Y,Y,Y,35.238241,-80.88444
565,FREESTANDING,792 N 2ND ST,CLARKSVILLE,TN,37040-2996,(931)552-0627,N,Y,Y,Y,36.539721,-87.365001
566,FREESTANDING,1110 CAMP JACKSON RD,CAHOKIA,IL,62206-2230,(618)337-9150,N,Y,Y,Y,38.562944,-90.177504
567,FREESTANDING,18403 GRAND RIVER RD,DETROIT,MI,48223-2316,(313)837-9040,N,Y,Y,Y,42.401741,-83.221764
568,FREESTANDING,151 RIDGEWOOD AVE,HOLLY HILL,FL,32117,(386)255-5527,N,Y,Y,Y,29.228298,-81.031551
569,FREESTANDING,3411 BUSCH BLVD,TAMPA,FL,33612,(813)988-6700,N,Y,Y,Y,28.032384,-82.422009
570,FREESTANDING,N 6321 MONROE,SPOKANE,WA,99208,(509)328-7716,N,Y,Y,Y,47.715911,-117.425689
571,FREESTANDING,101 NEW RD,WILMINGTON,DE,19805-4117,(302)656-2010,N,Y,Y,Y,39.741454,-75.583418
572,FREESTANDING,1747 WEST EL SEGUNDO BLVD.,GARDENA,CA,90249-2011,(323)779-7322,N,Y,Y,Y,33.916763,-118.308289
574,FREESTANDING,2001 SOUTH MICHIGAN STREET,SOUTH BEND,IN,46613-2317,(574)282-1022,N,Y,Y,Y,41.653325,-86.25027
577,FREESTANDING,7241 GRAVOIS AVENUE,ST. LOUIS,MO,63116,(314)351-0807,N,Y,Y,Y,38.565636,-90.292522
579,FREESTANDING,1504 TURNER MCCALL BLVD,ROME,GA,30161,(706)235-6445,Y,Y,Y,Y,34.246075,-85.161697
583,FREESTANDING,9970 BUSTLETON AVE,PHILADELPHIA,PA,19115,(215)677-9439,Y,Y,Y,Y,40.102193,-75.029522
585,FREESTANDING,802 TACOMA AVE S,TACOMA,WA,98402-2204,(253)272-4942,N,Y,Y,Y,47.255153,-122.445446
589,FREESTANDING,3875 S WASHINGTON BLVD,SOUTH OGDEN,UT,84401,(801)621-1951,N,Y,Y,Y,41.192477,-111.971604
590,FREESTANDING,6002 100TH ST SW,TACOMA,WA,98499,(253)588-7410,N,Y,Y,Y,47.166382,-122.518366
593,FREESTANDING,1701 WEST OLIVE AVENUE,BURBANK,CA,91506-2433,(818)846-8885,Y,Y,Y,Y,34.167419,-118.323448
594,FREESTANDING,1110 CENTER ST NE,SALEM,OR,97301-2523,(503)363-5314,N,Y,Y,Y,44.940332,-123.026978
597,FREESTANDING,3119 MOFFET RD,MOBILE,AL,36607-1703,(251)473-3160,N,Y,Y,Y,30.701458,-88.114864
599,FREESTANDING,9309 SLAUSON AVE,PICO RIVERA,CA,90660-4525,(562)949-1990,Y,Y,Y,Y,33.969341,-118.09845
600,FREESTANDING,420 DES PLAINES AVE,FOREST PARK,IL,60130,(708)488-0146,N,Y,Y,Y,41.879081,-87.813542
603,FREESTANDING,1435 S WINCHESTER BLVD,SAN JOSE,CA,95128-4331,(408)378-2040,N,N,Y,Y,37.298073,-121.950347
605,FREESTANDING,7045 VAN NUYS BLVD,VAN NUYS,CA,91405,(818)785-2490,Y,Y,Y,Y,34.198868,-118.44915
609,FREESTANDING,372 ELMIRA RD,ITHACA,NY,14850,(607)273-6030,N,Y,Y,Y,42.421943,-76.517675
611,FREESTANDING,6131 MARTIN LUTHER KING JR HWY,SEAT PLEASANT,MD,20743,(301)925-4563,N,Y,Y,Y,38.9014,-76.900674
612,FREESTANDING,5520 W BOARD ST,RICHMOND,VA,23230,(804)282-7514,N,Y,Y,Y,37.588731,-77.501499
613,FREESTANDING,3001 N ATLANTIC AVE,DAYTONA BEACH,FL,32118,(386)677-8186,N,Y,Y,Y,29.267795,-81.028909
616,FREESTANDING,9852 WESTMINSTER AVENUE,GARDEN GROVE,CA,92844-2907,(714)530-3694,Y,Y,Y,Y,33.759178,-117.957336
618,FREESTANDING,7217 PACIFIC AVE,TACOMA,WA,98408-7114,(253)472-6766,Y,Y,Y,Y,47.191662,-122.43364
620,FREESTANDING,1169 W EL CAMINO REAL,SUNNYVALE,CA,94087-1026,(408)245-7640,N,Y,Y,Y,37.373863,-122.05484
621,FREESTANDING,914 WASHINGTON ST,MIDDLETOWN,CT,06457-2907,(860)344-0666,N,Y,Y,Y,41.554654,-72.683104
625,FREESTANDING,2200 N GAREY ST,POMONA,CA,91767-2331,(909)596-5423,Y,Y,Y,Y,34.088161,-117.749825
626,FREESTANDING,721 CEDAR CREST BLVD,ALLENTOWN,PA,18104,(610)439-0511,Y,Y,Y,Y,40.598487,-75.527624
632,FREESTANDING,1365 BLOSSOM HILL RD,SAN JOSE,CA,95118-3804,(408)264-3223,N,Y,Y,Y,37.245586,-121.888138
633,FREESTANDING,12256 PARAMOUNT BLVD,DOWNEY,CA,90242-3549,(562)923-0294,Y,Y,Y,Y,33.928738,-118.147865
634,FREESTANDING,230 E PACIFIC COAST HWY,WILMINGTON,CA,90744-2615,(310)834-1960,N,Y,Y,Y,33.791004,-118.260895
640,FREESTANDING,2055 CLEVELAND AVE,COLUMBUS,OH,43211-2215,(614)291-6760,N,Y,Y,Y,40.008724,-82.970819
641,FREESTANDING,2604 FORT CAMPBELL BLVD,HOPKINSVILLE,KY,42240-4939,(270)885-9491,N,Y,Y,Y,36.844338,-87.483934
643,FREESTANDING,3131 N MAYFAIR RD,WAUWATOSA,WI,53222-3201,(414)771-4340,N,Y,Y,Y,43.075236,-88.0484
644,FREESTANDING,1725 ROOSEVELT RD,BURLINGTON,IA,52601-2320,(319)753-2111,N,Y,Y,Y,40.82671,-91.141903
645,FREESTANDING,1460 MEMORIAL DRIVE,CHICOPEE,MA,01020-3964,(413)532-5128,Y,Y,Y,Y,42.197536,-72.574613
647,FREESTANDING,"4346 ROSWELL RD., N.E.",ATLANTA,GA,30342,(404)257-9440,Y,Y,Y,Y,33.873859,-84.381409
648,FREESTANDING,2900 REYNOLDA RD,WINSTON SALEM,NC,27106,(336)723-1396,N,Y,Y,Y,36.14452,-80.301333
649,FREESTANDING,6302 LITTLE RIVER TRPK,ALEXANDRIA,VA,22312,(703)256-3786,N,Y,Y,Y,38.819018,-77.144091
650,SHARED BLDNG,75 NEW YORK AVE NE,WASHINGTON,DC,20002,(202)789-0276,N,Y,Y,Y,38.90793,-77.006302
652,FREESTANDING,3926 52ND ST,KENOSHA,WI,53144,(262)658-3839,Y,Y,Y,Y,42.588678,-87.856818
655,FREESTANDING,14841 SNOW RD,BROOK PARK,OH,44142,(216)676-4840,N,Y,Y,Y,41.403654,-81.799744
660,FREESTANDING,3207 ERIE BLVD E,DE WITT,NY,13214,(315)446-1551,Y,Y,Y,Y,43.051901,-76.072652
661,FREESTANDING,2985 FREEPORT BLVD,SACRAMENTO,CA,95818-3842,(916)443-7632,N,Y,Y,Y,38.550532,-121.488576
662,FREESTANDING,6049 ROSWELL ROAD,SANDY SPRINGS,GA,30328-4005,(404)252-1421,Y,Y,Y,Y,33.91988,-84.378571
669,FREESTANDING,25 W HIBISCUS BLVD,MELBOURNE,FL,32901,(321)727-1403,Y,Y,Y,Y,28.084596,-80.622757
670,FREESTANDING,8127 OLIVE STREET ROAD,UNIVERSITY CITY,MO,63130-2024,(314)994-1435,N,Y,Y,Y,38.673931,-90.347048
671,FREESTANDING,551 JEFFERSON ST,ST. PAUL,MN,55102,(651)291-8668,Y,Y,Y,Y,44.930988,-93.122826
677,FREESTANDING,819 RTE 9,QUEENSBURY,NY,12804,(518)793-9446,N,Y,Y,Y,43.330758,-73.676002
678,FREESTANDING,1503 WOODWARD AVENUE,MUSCLE SHOALS,AL,35661,(256)381-2211,N,Y,Y,Y,34.74695,-87.667269
681,FREESTANDING,1352 E COMMERCIAL,FORT LAUDERDALE,FL,33334,(954)771-7171,N,Y,Y,Y,26.188694,-80.128907
682,FREESTANDING,1830 NORTH HACIENDA BLVD.,LA PUENTE,CA,91744-1141,(626)918-4400,Y,Y,Y,Y,34.051022,-117.942711
683,FREESTANDING,45 THOMASTON AVENUE,WATERBURY,CT,06708-2951,(203)757-3524,N,Y,Y,Y,41.558694,-73.053008
685,FREESTANDING,832 NORTH MOUNTAIN AVENUE,ONTARIO,CA,91762-2546,(909)984-4011,Y,Y,Y,Y,34.07333,-117.669632
690,FREESTANDING,840 E ALISAL ST,SALINAS,CA,93901-2606,(831)422-6685,N,Y,Y,Y,36.67286,-121.629259
693,FREESTANDING,10531 BALTIMORE AVE,BELTSVILLE,MD,20705,(301)937-1387,N,Y,Y,Y,39.027919,-76.916841
695,FREESTANDING,5948 GEORGIA AVE NW,WASHINGTON,DC,20011,(202)291-5043,N,Y,Y,Y,38.962396,-77.028342
697,FREESTANDING,3340 TAYLOR BLVD,LOUISVILLE,KY,40215-2661,(502)367-6585,N,Y,Y,Y,38.200438,-85.783017
701,FREESTANDING,4009 N ARMENIA,TAMPA,FL,33607,(813)876-0707,N,Y,Y,Y,27.97475,-82.484476
702,FREESTANDING,720 N WINNETKA AVE,GOLDEN VALLEY,MN,55427-4530,(763)545-1079,N,Y,Y,Y,44.987469,-93.379654
705,FREESTANDING,6012 S PENNSYLVANIA AVE,OKLAHOMA CITY,OK,73159-3302,(405)685-9600,Y,Y,Y,Y,35.405107,-97.547449
706,FREESTANDING,1879 E 4800 S,SALT LAKE CITY,UT,84117-5110,(801)277-6639,Y,Y,Y,Y,40.666265,-111.837446
711,FREESTANDING,2745 BAY ROAD,SAGINAW,MI,48603-3310,(989)792-8141,Y,Y,Y,Y,43.445285,-83.976173
713,FREESTANDING,4121 MARCONI AVE,SACRAMENTO,CA,95821-4213,(916)482-8467,N,Y,Y,Y,38.617889,-121.367011
714,FREESTANDING,10529 PERRY HWY,WEXFORD,PA,15090,(412)935-6040,N,Y,Y,Y,40.610166,-80.054025
715,FREESTANDING,111 W MADISON ST,OAK PARK,IL,60302-4205,(708)763-8186,N,Y,Y,Y,41.879783,-87.777934
716,FREESTANDING,100 W RAND RD,MOUNT PROSPECT,IL,60056-1130,(847)577-0053,N,Y,Y,Y,42.082397,-87.937754
717,FREESTANDING,2735 S FLORIDA AVE,LAKELAND,FL,33803,(863)682-1688,Y,Y,Y,Y,28.011547,-81.957398
719,FREESTANDING,1533 S STATE ST,SALT LAKE CITY,UT,84115-1610,(801)484-7611,N,Y,Y,Y,40.736413,-111.887733
722,FREESTANDING,1220 N 35TH ST,MILWAUKEE,WI,53208-2804,(414)342-4747,N,Y,Y,Y,43.046339,-87.957229
723,FREESTANDING,N83 W15515 APPLETON AVE,MENOMONEE FALLS,WI,53051-3713,(262)251-0800,Y,Y,Y,Y,43.168534,-88.102964
724,FREESTANDING,5980 TELEGRAPH RD,VENTURA,CA,93003-4300,(805)642-9798,N,Y,Y,Y,34.277855,-119.213669
725,FREESTANDING,3120 W BROWARD BLVD,FT LAUDERDALE,FL,33312-1111,(954)583-2631,N,Y,Y,Y,26.121007,-80.186964
726,FREESTANDING,35 OLD COUNTRY RD,WESTBURY,NY,11590,(516)334-5232,N,Y,Y,Y,40.747627,-73.590981
728,FREESTANDING,6301 NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912,(301)891-6869,N,Y,Y,Y,38.965806,-77.001895
729,FREESTANDING,"4777 ALLENTOWN ROAD, S.E.",SUITLAND,MD,20746-3932,(301)735-1641,N,Y,Y,Y,38.821794,-76.886498
735,FREESTANDING,635 WEST 19TH STREET,COSTA MESA,CA,92627,(949)631-1943,Y,Y,Y,Y,33.643192,-117.924782
738,FREESTANDING,3010 WEST 159TH STREET,MARKHAM,IL,60426-4026,(708)331-5089,N,Y,Y,Y,41.601135,-87.690365
739,FREESTANDING,783 EAST MAIN STREET,MERIDEN,CT,06450-6005,(203)237-3919,N,Y,Y,Y,41.52881,-72.777368
740,FREESTANDING,4711 14TH ST W,BRADENTON,FL,34207-2002,(941)755-9595,Y,Y,Y,Y,27.457322,-82.574918
741,FREESTANDING,12919 VICTORY BLVD,NORTH HOLLYWOOD,CA,91605,(818)984-1407,Y,Y,Y,Y,34.187019,-118.414627
744,FREESTANDING,1526 WEST EDINGER STREET,SANTA ANA,CA,92704,(714)546-5612,Y,Y,Y,Y,33.726879,-117.888924
747,FREESTANDING,1050 N BROADWAY,WICHITA,KS,67214-2907,(316)267-8701,N,Y,Y,Y,37.702099,-97.335238
749,FREESTANDING,6546 NORMANDY BLVD,JACKSONVILLE,FL,32205,(904)781-4688,Y,Y,Y,Y,30.30521,-81.752898
751,FREESTANDING,1811 N HILLSIDE,WICHITA,KS,67214-2317,(316)651-0332,N,Y,Y,Y,37.715974,-97.299363
753,FREESTANDING,9128 SOUTH CICERO AVENUE,OAK LAWN,IL,60453,(708)425-6116,N,Y,Y,Y,41.726831,-87.741474
754,FREESTANDING,11053 E ROSECRANS AVE,NORWALK,CA,90650-3605,(562)863-1112,Y,Y,Y,Y,33.902481,-118.098366
757,FREESTANDING,3289 SONOMA BLVD,VALLEJO,CA,94590-2911,(707)643-6220,Y,Y,Y,Y,38.119171,-122.255508
758,FREESTANDING,3745 N POST RD,INDIANAPOLIS,IN,46226-6063,(317)897-2687,N,Y,Y,Y,39.825517,-86.009443
761,FREESTANDING,2205 MIDDLEBELT RD,GARDEN CITY,MI,48135-2814,(734)425-3350,N,Y,Y,Y,42.32489,-83.331482
762,FREESTANDING,5600 RIVERDALE RD,RIVERDALE,MD,20737-2138,(301)277-6849,N,Y,Y,Y,38.959419,-76.919581
763,FREESTANDING,14480 SAN PABLO AVE,SAN PABLO,CA,94806-3334,(510)215-7478,Y,Y,Y,Y,37.966892,-122.343895
764,FREESTANDING,2118 MCHENRY AVE,MODESTO,CA,95350-3213,(209)529-9984,N,Y,Y,Y,37.674223,-120.993638
766,FREESTANDING,1101 W 49TH ST,HIALEAH,FL,33012,(305)821-5521,N,Y,Y,Y,25.866973,-80.3052
767,FREESTANDING,818 OLD COUNTRY RD,PLAINVIEW,NY,11803,(516)931-8897,N,Y,Y,Y,40.773811,-73.483299
768,FREESTANDING,31-35  ATLANTIC AVENUE,OCEANSIDE,NY,11572,(516)536-2767,Y,Y,Y,Y,40.638874,-73.641319
769,FREESTANDING,143 E FOOTHILL BLVD,ARCADIA,CA,91006-2506,(626)301-0982,N,Y,Y,Y,34.151459,-118.026726
770,FREESTANDING,3855 W LAWRENCE AVE,CHICAGO,IL,60625-6228,(773)455-3321,N,Y,Y,Y,41.968026,-87.724866
772,FREESTANDING,10411 SAINT CLAIR AVE,CLEVELAND,OH,44108-1956,(216)761-8622,N,Y,Y,Y,41.538932,-81.61616
773,FREESTANDING,5525 FOLSOM BLVD,SACRAMENTO,CA,95819-4603,(916)456-2879,N,Y,Y,Y,38.558876,-121.438512
775,FREESTANDING,7700 METCALF AVE,OVERLAND PARK,KS,66204-2930,(913)381-3133,N,Y,Y,Y,38.988783,-94.668053
776,FREESTANDING,1198 SAN PABLO AVE,BERKELEY,CA,94706-2245,(510)525-1411,N,Y,Y,Y,37.882496,-122.296951
777,FREESTANDING,1839 WEST CHAPMAN AVENUE,ORANGE,CA,92868,(714)938-0118,N,Y,Y,Y,33.788269,-117.872879
778,FREESTANDING,1421 MISSION ST,SANTA CRUZ,CA,95060-4738,(831)423-6394,N,N,Y,Y,36.967133,-122.039064
779,FREESTANDING,11612 E VALLEY BLVD,EL MONTE,CA,91732-3036,(626)579-1047,Y,Y,Y,Y,34.06683,-118.025665
780,FREESTANDING,5344 N PORT WASHINGTON RD,GLENDALE,WI,53217,(414)906-1443,N,Y,Y,Y,43.114218,-87.91628
781,FREESTANDING,2902 WEST PICO BLVD,SANTA MONICA,CA,90405-2002,(310)452-0147,Y,Y,Y,Y,34.024731,-118.458992
782,FREESTANDING,1972 N HIGH ST,COLUMBUS,OH,43201-1165,(614)291-8123,N,N,Y,Y,40.002656,-83.008253
784,FREESTANDING,2200 SNOW RD,PARMA,OH,44134-2731,(216)459-1464,N,Y,Y,Y,41.405316,-81.697932
787,FREESTANDING,5900 BEACH BLVD,BUENA PARK,CA,90621,(714)523-3542,Y,Y,Y,Y,33.87431,-117.997849
788,FREESTANDING,1612 DELAWARE AVENUE,FORT PIERCE,FL,34950-3976,(772)461-8060,N,Y,Y,Y,27.443895,-80.340267
789,FREESTANDING,3068 S PERKINS RD,MEMPHIS,TN,38118-3240,(901)365-7570,Y,Y,Y,Y,35.064907,-89.905201
790,FREESTANDING,657 S HIGHLAND AVE,MEMPHIS,TN,38111-4355,(901)458-5018,N,Y,Y,Y,35.11377,-89.946246
791,FREESTANDING,200 NE 167TH ST,NORTH MIAMI BEACH,FL,33162,(786)759-4219,N,Y,Y,Y,25.927854,-80.195929
792,FREESTANDING,6150 S DIXIE HWY,MIAMI,FL,33143-5003,(305)661-7131,N,Y,Y,Y,25.701277,-80.292742
793,FREESTANDING,15710 LEFFINGWELL ROAD,EAST LA MIRADA,CA,90604-3325,(562)947-4887,Y,Y,Y,Y,33.93066,-117.994186
794,FREESTANDING,4589 GENERAL MEYER AVE,NEW ORLEANS,LA,70131,(504)392-2440,Y,Y,Y,Y,29.933596,-90.007726
795,FREESTANDING,10350 RESEDA BLVD,NORTHRIDGE,CA,91326-3433,(818)368-6077,Y,Y,Y,Y,34.258812,-118.535645
799,FREESTANDING,1300 W GALENA,FREEPORT,IL,61032,(815)235-3610,Y,Y,Y,Y,42.302022,-89.645017
801,FREESTANDING,3309 TWEEDY BLVD,SOUTH GATE,CA,90280,(323)567-1315,Y,Y,Y,Y,33.945129,-118.211472
802,FREESTANDING,4515 PACIFIC AVENUE,STOCKTON,CA,95207-7694,(209)952-2288,N,Y,Y,Y,37.989318,-121.3124
803,FREESTANDING,3141 HARBOR BLVD,COSTA MESA,CA,92626,(714)549-1279,Y,Y,Y,Y,33.68504,-117.919823
804,FREESTANDING,799 N LAKE ST,PASADENA,CA,91104,(626)794-0351,Y,Y,Y,Y,34.159691,-118.132896
805,FREESTANDING,6720 W ARCHER AVE,CHICAGO,IL,60638,(773)229-9841,Y,Y,Y,Y,41.792351,-87.789879
